símtöl	símtal	nhfo
,	,	pk
bréf	bréf	nhfo
og	og	c
tölvuskeyti	tölvuskeyti	nhfo
sem	sem	ct
mér	ég	fp1eþ
hafa	hafa	sfg3fn
borist	bera	sþmhen
.	.	pl

Hef	hafa	sfg1en
ég	ég	fp1en
orðið	verða	sþghen
margs	margur	lheesf
vísari	vís	lvenvm
af	af	af
þeim	sá	fakeþ
fróðleik	fróðleikur	nkeþ
sem	sem	ct
þar	þar	aa
er	vera	sfg3en
.	.	pl

Verið	vera	sbg2fn
þið	þú	fp2fn
sæl	sæll	lhfnsf
.	.	pl

Ásta	Ásta	nven-s
Svavarsdóttir	Svavarsdóttir	nven-s

Íslenskt	íslenskur	lhensf
mál	mál	nhen
25.	25.	ta
janúar	janúar	nkeo
2003	2003	ta

Góðir	góður	lkfnsf
hlustendur	hlustandi	nkfn
.	.	pl

Þótt	þótt	c
langt	langt	aa
sé	vera	svg3en
liðið	líða	sþghen
á	á	af
janúar	janúar	nkeo
langar	langa	sfg3en
mig	ég	fp1eo
að	að	cn
byrja	byrja	sng
á	á	af
því	það	fpheþ
að	að	cn
óska	óska	sng
ykkur	þú	fp2fþ
gleðilegs	gleðilegur	lheesf
árs	ár	nhee
.	.	pl

Í	í	af
þetta	þessi	faheo
sinn	sinn	nheo
ætla	ætla	sfg1en
ég	ég	fp1en
að	að	cn
drepa	drepa	sng
á	á	af
ýmis	ýmis	fohfo
atriði	atriði	nhfo
,	,	pk
sumt	sumur	fohen
er	vera	sfg3en
upprifjun	upprifjun	nven
frá	frá	af
fyrri	fyrri	lkfþvm
þáttum	þáttur	nkfþ
en	en	c
annað	annar	foheo
hef	hafa	sfg1en
ég	ég	fp1en
ekki	ekki	aa
fjallað	fjalla	sþghen
um	um	af
fyrr	fyrr	aam
.	.	pl

Þátturinn	þáttur	nkeng
verður	verða	sfg3en
því	því	aa
hálfgerður	hálfgerður	lkensf
samtíningur	samtíningur	nken
eins	eins	aa
og	og	c
reyndar	reyndar	aa
stundum	stundum	aa
áður	áður	aa
.	.	pl

Í	í	af
fyrsta	fyrstur	lkeþve
þætti	þáttur	nkeþ
mínum	minn	fekeþ
í	í	af
haust	haust	nheo
spurði	spyrja	sfg1eþ
ég	ég	fp1en
um	um	af
nöfn	nafn	nhfo
á	á	af
álftafjöðrum	álftafjöður	nvfþ
sem	sem	ct
mér	ég	fp1eþ
höfðu	hafa	sfg3fþ
borist	bera	sþmhen
spurnir	spurn	nvfn
af	af	aa
frá	frá	af
heimildamanni	heimildamaður	nkeþ
.	.	pl

Lengi	lengi	aa
vel	vel	aa
fékk	fá	sfg1eþ
ég	ég	fp1en
lítil	lítill	lhfosf
viðbrögð	viðbragð	nhfo
við	við	af
þeirri	sá	faveþ
fyrirspurn	fyrirspurn	nveþ
,	,	pk
a.m.k.	a.m.k.	ks
hvað	hver	fshen
orðafar	orðafar	nheo
snertir	snerta	sfg3en
,	,	pk
en	en	c
nýlega	nýlega	aa
barst	bera	sfm3eþ
mér	ég	fp1eþ
bréf	bréf	nhen
frá	frá	af
konu	kona	nveþ
sem	sem	ct
ólst	ala	sfm3eþ
upp	upp	aa
á	á	af
Snæfellsnesi	Snæfellsnes	nheþ-s
upp	upp	aa
úr	úr	af
miðri	miður	lveþsf
20.	20.	ta
öld	öld	nveþ
og	og	c
hún	hún	fpven
þekkti	þekkja	sfg3eþ
tvö	tveir	tfhfo
þeirra	sá	fahfe
heita	heiti	nhfe
sem	sem	ct
ég	ég	fp1en
hafði	hafa	sfg1eþ
nefnt	nefna	sþghen
úr	úr	af
bernsku	bernska	nveþ
sinni	sinn	feveþ
.	.	pl

Annað	annar	fohen
er	vera	sfg3en
spaðfjöður	spaðfjöður	nven
sem	sem	ct
hún	hún	fpven
sagði	segja	sfg3eþ
að	að	c
hafi	hafa	svg3en
verið	vera	sþghen
tálguð	tálga	sþgven
til	til	aa
og	og	c
notuð	nota	sþgven
sem	sem	c
skriffæri	skriffæri	nhen
og	og	c
bendir	benda	sfg3en
það	það	fphen
til	til	af
þess	það	fphee
að	að	c
spaðfjaðrir	spaðfjöður	nvfn
hafi	hafa	svg3fn
verið	vera	sþghen
nokkuð	nokkur	fohen
stórar	stór	lvfnsf
.	.	pl

Hitt	hinn	fahen
nafnið	nafn	nheng
sem	sem	ct
heimildakona	heimildakona	nven
mín	minn	feven
nefndi	nefna	sfg3eþ
er	vera	sfg3en
spík	spík	nven
;	;	pk
það	það	fphen
var	vera	sfg3eþ
minni	lítill	lvenvm
fjöður	fjöður	nven
sem	sem	ct
líka	líka	aa
var	vera	sfg3eþ
tálguð	tálga	sþgven
og	og	c
notuð	nota	sþgven
sem	sem	c
tannstöngull	tannstöngull	nken
.	.	pl

Hvorug	hvorugur	foven
þessi	þessi	faven
merking	merking	nven
er	vera	sfg3en
í	í	af
útgefnum	útgefinn	lvfþsf
orðabókum	orðabók	nvfþ
og	og	c
litlar	lítill	lvfosf
sem	sem	c
engar	enginn	fovfo
heimildir	heimild	nvfo
fann	finna	sfg1eþ
ég	ég	fp1en
í	í	af
söfnum	safn	nhfþ
Orðabókarinnar	Orðabók	nveegs
svo	svo	aa
ef	ef	c
eitthvað	einhver	fohen
rifjast	rifja	sfm3en
upp	upp	aa
fyrir	fyrir	af
hlustendum	hlustandi	nkfþ
um	um	af
heiti	heiti	nhfo
álftafjaðra	álftafjöður	nvfe
eftir	eftir	af
stærð	stærð	nveþ
og	og	c
notkun	notkun	nveþ
væri	vera	svg3eþ
mikill	mikill	lkensf
fengur	fengur	nken
að	að	af
upplýsingum	upplýsing	nvfþ
um	um	af
þau	það	fphfo
.	.	pl

Tvö	tveir	tfhfn
nöfn	nafn	nhfn
til	til	af
viðbótar	viðbót	nvee
sem	sem	ct
ég	ég	fp1en
hef	hafa	sfg1en
spurnir	spurn	nvfo
af	af	aa
eru	vera	sfg3fn
algilda	algildi	nven
og	og	c
sniðfjöður	sniðfjöður	nven
en	en	c
um	um	af
merkingu	merking	nveo
þeirra	hún	fpvfe
hef	hafa	sfg1en
ég	ég	fp1en
enga	enginn	foveo
vitneskju	vitneskja	nveo
.	.	pl

Flestir	margur	lkfnse
kannast	kanna	sfm3fn
líklega	líklega	aa
við	við	af
sagnasambandið	sagnasamband	nheog
að	að	cn
stóla	stóla	sng
á	á	aa
eða	eða	c
stóla	stóla	sng
uppá	uppá	aa
(	(	pa
eitthvað	einhver	foheo
eða	eða	c
einhvern	einhver	fokeo
)	)	pa
í	í	af
merkingunni	merking	nveþg
'	'	pg
að	að	cn
treysta	treysta	sng
eða	eða	c
reiða	reiða	sng
sig	sig	fpkeo
á	á	af
(	(	pa
eitthvað	einhver	foheo
eða	eða	c
einhvern	einhver	fokeo
)	)	pa
'	'	pg
sem	sem	ct
er	vera	sfg3en
allalgengt	allalgengur	lhensf
í	í	af
mæltu	mæltur	lheþsf
máli	mál	nheþ
.	.	pl

Aftur	aftur	aa
á	á	aa
móti	móti	aa
trúi	trúa	sfg1en
ég	ég	fp1en
að	að	c
færri	fár	lkfnvm
þekki	þekkja	svg3fn
nafnorð	nafnorð	nheo
af	af	af
sama	samur	fbkeþ
meiði	meiður	nkeþ
sem	sem	ct
mér	ég	fp1eþ
var	vera	sfg3eþ
bent	benda	sþghen
á	á	aa
fyrir	fyrir	af
skömmu	skammur	lheþsf
,	,	pk
orðið	orð	nheog
uppástól	uppástól	nheo
.	.	pl

Heimildamaður	heimildamaður	nken
minn	minn	feken
hafði	hafa	sfg3eþ
rekist	reka	sþmhen
á	á	af
það	það	fpheo
í	í	af
gömlu	gamall	lheþsf
bréfi	bréf	nheþ
þar	þar	aa
sem	sem	c
sagði	segja	sfg3eþ
:	:	pa
«	«	pg
Það	það	fphen
er	vera	sfg3en
mitt	minn	fehen
«	«	pg
uppástól	uppástól	nhen
»	»	pg
að	að	c
ég	ég	fp1en
geti	geta	svg1en
skrifað	skrifa	sþghen
ykkur	þú	fp2fþ
...	...	pa
»	»	pg
o.s.frv.	o.s.frv.	ks

Orðið	orð	nheog
hef	hafa	sfg1en
ég	ég	fp1en
ekki	ekki	aa
fundið	finna	sþghen
í	í	af
útgefnum	útgefinn	lvfþsf
orðabókum	orðabók	nvfþ
en	en	c
tvö	tveir	tfhfn
dæmi	dæmi	nhfn
eru	vera	sfg3fn
í	í	af
ritmálssafni	ritmálssafn	nheþ
Orðabókarinnar	Orðabók	nveegs
,	,	pk
bæði	báðir	fohfn
úr	úr	af
ritum	rit	nhfþ
Halldórs	Halldór	nkee-s
Laxness	Laxness	nkee-s
.	.	pl

Ég	ég	fp1en
minnist	minna	sfm1en
þess	það	fphee
ekki	ekki	aa
að	að	cn
hafa	hafa	sng
nokkru	nokkur	foheþ
sinni	sinn	nheþ
heyrt	heyra	sþghen
nafnorðið	nafnorð	nheog
uppástól	uppástól	nheo
en	en	c
þætti	þykja	svg3eþ
gaman	gaman	nhen
að	að	cn
heyra	heyra	sng
hvort	hvort	c
einhverjum	einhver	fokeþ
er	vera	sfg3en
það	það	fphen
tamt	tamur	lhensf
eða	eða	c
þekkir	þekkja	sfg3en
það	það	fpheo
úr	úr	af
máli	mál	nheþ
fólks	fólk	nhee
í	í	aa
kringum	kringum	af
sig	sig	fpheo
.	.	pl

Á	á	af
undanförnum	undanfarinn	lhfþsf
árum	ár	nhfþ
hef	hafa	sfg1en
ég	ég	fp1en
af	af	aa
og	og	c
til	til	aa
spurt	spyrja	sþghen
um	um	af
orð	orð	nhfo
úr	úr	af
spilamáli	spilamál	nheþ
og	og	c
yfirleitt	yfirleitt	aa
fengið	fá	sþghen
mikil	mikill	lhfosf
og	og	c
góð	góður	lhfosf
viðbrögð	viðbragð	nhfo
við	við	af
þeim	sá	favfþ
fyrirspurnum	fyrirspurn	nvfþ
.	.	pl

Langar	langa	sfg3en
mig	ég	fp1eo
nú	nú	aa
enn	enn	aa
að	að	cn
róa	róa	sng
á	á	af
þau	sá	fahfo
mið	mið	nhfo
.	.	pl

Mörg	margur	lhfnsf
spilaorð	spilaorð	nhfn
eiga	eiga	sfg3fn
rætur	rót	nvfo
að	að	cn
rekja	rekja	sng
til	til	af
lombers	lomber	nkee
sem	sem	ct
var	vera	sfg3eþ
vinsælt	vinsæll	lhensf
spil	spil	nhen
í	í	af
eina	einn	foveo
tíð	tíð	nveo
og	og	c
er	vera	sfg3en
enn	enn	aa
spilað	spila	sþghen
af	af	af
ýmsum	ýmis	fokfþ
.	.	pl

Þau	það	fphfn
eru	vera	sfg3fn
mörg	margur	lhfnsf
bundin	binda	sþghfn
þessu	þessi	faheþ
eina	einn	lheþvf
spili	spil	nheþ
en	en	c
hafa	hafa	sfg3fn
sum	sumur	fohfn
náð	ná	sþghen
út	út	aa
fyrir	fyrir	af
það	það	fpheo
og	og	c
eru	vera	sfg3fn
notuð	nota	sþghfn
í	í	af
spilum	spil	nhfþ
almennt	almennt	aa
,	,	pk
a.m.k.	a.m.k.	ks
að	að	af
einhverju	einhver	foheþ
marki	mark	nheþ
.	.	pl

Það	það	fphen
á	eiga	sfg3en
þó	þó	aa
líklega	líklega	aa
ekki	ekki	aa
við	við	aa
um	um	af
orðið	orð	nheog
sem	sem	ct
ég	ég	fp1en
fékk	fá	sfg1eþ
nýverið	nýverið	aa
fyrirspurn	fyrirspurn	nveo
um	um	aa
og	og	c
ætla	ætla	sfg1en
að	að	cn
varpa	varpa	sng
áfram	áfram	aa
til	til	af
hlustenda	hlustandi	nkfe
,	,	pk
orðið	orð	nheog
koðradilla	koðradilla	nven
-	-	pa
koðradilla	koðradilla	nven
,	,	pk
og	og	c
langaði	langa	sfg3eþ
fyrirspyrjandann	fyrirspyrjandi	nkeog
fyrst	fyrr	aae
og	og	c
fremst	fremur	aae
að	að	cn
vita	vita	sng
hvernig	hvernig	aa
það	það	fphen
væri	vera	svg3eþ
notað	nota	sþghen
.	.	pl

Orðið	orð	nheng
er	vera	sfg3en
ekki	ekki	aa
í	í	af
útgefnum	útgefinn	lvfþsf
orðabókum	orðabók	nvfþ
og	og	c
í	í	af
söfnum	safn	nhfþ
Orðabókar	Orðabók	nvee-s
Háskólans	Háskóli	nkeegs
eru	vera	sfg3fn
einungis	einungis	aa
örfá	örfár	lhfnsf
dæmi	dæmi	nhfn
.	.	pl

Það	sá	fahen
eina	einn	lhenvf
sem	sem	ct
gagn	gagn	nhen
var	vera	sfg3eþ
að	að	aa
með	með	af
tilliti	tillit	nheþ
til	til	af
notkunar	notkun	nvee
var	vera	sfg3eþ
gömul	gamall	lvensf
umsögn	umsögn	nven
í	í	af
talmálssafni	talmálssafn	nheþ
sem	sem	ct
hljómar	hljóma	sfg3en
svo	svo	aa
:	:	pa
,	,	pk
,	,	pk
að	að	cn
verða	verða	sng
korðadilla	korðadilla	nven
,	,	pk
það	það	fphen
er	vera	sfg3en
að	að	cn
fá	fá	sng
aðeins	aðeins	aa
tvo	tveir	tfkfo
eða	eða	c
þrjá	þrír	tfkfo
slagi	slagur	nkfo
í	í	af
eigin	eigin	lheþof
sóló	sóló	nheþ
,	,	pk
það	það	fphen
þótti	þykja	sfg3eþ
háðung	háðung	nven
»	»	pg
.	.	pl

Sóló	sóló	nhen
er	vera	sfg3en
sögn	sögn	nven
í	í	af
lomber	lomber	nkeþ
og	og	c
sambandið	samband	nheng
að	að	cn
verða	verða	sng
korðadilla	korðadilla	nven
vísar	vísa	sfg3en
með	með	af
öðrum	annar	fohfþ
orðum	orð	nhfþ
til	til	af
taps	tap	nhee
þess	sá	fakee
sem	sem	ct
átti	eiga	sfg3eþ
sögnina	sögn	nveog
.	.	pl

Væri	vera	svg3eþ
fengur	fengur	nken
að	að	af
frekari	frekur	lvfþvm
upplýsingum	upplýsing	nvfþ
um	um	af
orðið	orð	nheog
og	og	c
notkun	notkun	nveo
þess	það	fphee
.	.	pl

Til	til	af
gamans	gaman	nhee
má	mega	sfg3en
bæta	bæta	sng
því	það	fpheþ
við	við	aa
að	að	c
lomberinn	lomber	nkeng
er	vera	sfg3en
ættaður	ættaður	lkensf
frá	frá	af
Spáni	Spánn	nkeþ-s
og	og	c
barst	bera	sfm3eþ
um	um	af
Frakkland	Frakkland	nheo-s
til	til	af
Norður-Evrópu	Norður-Evrópa	nvee-s
á	á	af
18.	18.	ta
eða	eða	c
19.	19.	ta
öld	öld	nveþ
.	.	pl

Íslendingar	Íslendingur	nkfn-s
lærðu	læra	sfg3fþ
hann	hann	fpkeo
af	af	af
Dönum	Dani	nkfþ-s
og	og	c
spilið	spil	nheng
varð	verða	sfg3eþ
mjög	mjög	aa
vinsælt	vinsæll	lhensf
hér	hér	aa
,	,	pk
einkum	einkum	aa
á	á	af
fyrri	fyrri	lkeþvm
hluta	hluti	nkeþ
20.	20.	ta
aldar	öld	nvee
.	.	pl

Nafnið	nafn	nheng
er	vera	sfg3en
komið	koma	sþghen
úr	úr	af
spænsku	spænska	nveþ
en	en	c
hefur	hafa	sfg3en
afbakast	afbaka	sþmhen
nokkuð	nokkur	fohen
á	á	af
leiðinni	leið	nveþg
;	;	pk
spænska	spænskur	lhenvf
orðið	orð	nheng
hombre	hombre	e
merkir	merkja	sfg3en
«	«	pg
maður	maður	nken
»	»	pg
og	og	c
er	vera	sfg3en
skrifað	skrifa	sþghen
með	með	af
h-i	h	nheþ
þótt	þótt	c
það	það	fphen
heyrist	heyra	svm3en
ekki	ekki	aa
í	í	af
framburði	framburður	nkeþ
og	og	c
á	á	af
því	sá	faheþ
máli	mál	nheþ
heitir	heita	sfg3en
spilið	spil	nheng
þá	þá	aa
el	el	e
hombre	hombre	e
.	.	pl

Í	í	af
frönsku	franska	nveþ
hefur	hafa	sfg3en
spænska	spænskur	lhenvf
orðið	orð	nheng
haldist	halda	sþmhen
en	en	c
fengið	fá	sþghen
franskan	franskur	lkeosf
greini	greinir	nkeo
,	,	pk
l	l	e
'	'	pg
hombre	hombre	e
,	,	pk
og	og	c
þannig	þannig	aa
kemur	koma	sfg3en
það	það	fphen
til	til	af
Danaveldis	Danaveldi	nhee-s
og	og	c
er	vera	sfg3en
enn	enn	aa
skrifað	skrifa	sþghen
á	á	af
franskan	franskur	lkeosf
máta	máti	nkeo
í	í	af
dönsku	danska	nveþ
.	.	pl

Í	í	af
íslensku	íslenska	nveþ
hefur	hafa	sfg3en
l-ið	l	nheng
,	,	pk
sem	sem	ct
upphaflega	upphaflega	aa
var	vera	sfg3eþ
greinir	greinir	nken
,	,	pk
aftur	aftur	aa
á	á	aa
móti	móti	aa
runnið	renna	sþghen
alveg	alveg	aa
saman	saman	aa
við	við	af
orðstofninn	orðstofn	nkeog
og	og	c
útkoman	útkoma	nveng
er	vera	sfg3en
hið	hinn	ghen
íslenska	íslenskur	lhenvf
heiti	heiti	nhen
lomber	lomber	nken
.	.	pl

Í	í	af
söfnum	safn	nhfþ
Orðabókarinnar	Orðabók	nveegs
eru	vera	sfg3fn
allmörg	allmargur	lhfnsf
dæmi	dæmi	nhfn
um	um	af
orðið	orð	nheog
allt	allur	fohen
frá	frá	af
1859	1859	ta
og	og	c
einungis	einungis	aa
eitt	einn	tfhen
þeirra	það	fphfe
sýnir	sýna	sfg3en
fransk	franskur	x
/	/	pa
danska	danskur	lkeovf
ritháttinn	ritháttur	nkeog
.	.	pl

Orð	orð	nhfn
sem	sem	ct
tengjast	tengja	sfm3fn
spilinu	spil	nheþg
eru	vera	sfg3fn
líka	líka	aa
mörg	margur	lhfnsf
af	af	af
erlendri	erlendur	lveþsf
rót	rót	nveþ
en	en	c
hafa	hafa	sfg3fn
sömuleiðis	sömuleiðis	aa
afbakast	afbaka	snm
nokkuð	nokkur	fohen
á	á	af
langri	langur	lveþsf
leið	leið	nveþ
í	í	af
tíma	tími	nkeþ
og	og	c
rúmi	rúm	nheþ
,	,	pk
a.m.k.	a.m.k.	ks
sum	sumur	fohfn
hver	hver	fohfn
,	,	pk
og	og	c
korðadilla	korðadilla	nven
,	,	pk
sem	sem	ct
ég	ég	fp1en
spurði	spyrja	sfg1eþ
um	um	aa
hér	hér	aa
á	á	aa
undan	undan	aa
,	,	pk
heitir	heita	sfg3en
t.d.	t.d.	ks
kodille	kodille	e
[	[	pa
ko	ko	e
'	'	pg
dilje	dilje	e
]	]	pa
eða	eða	c
[	[	pa
ko	ko	e
'	'	pg
dile	dile	e
]	]	pa
á	á	af
dönsku	danska	nveþ
-	-	pa
og	og	c
hefur	hafa	sfg3en
jafnvel	jafnvel	aa
ummyndast	ummynda	sþmhen
í	í	af
krokodille	krokodille	e
eða	eða	c
«	«	pg
krókódíll	krókódíll	nken
»	»	pg
-	-	pa
en	en	c
spænska	spænskur	lhenvf
orðið	orð	nheng
er	vera	sfg3en
codillo	codillo	e
.	.	pl

Í	í	af
síðasta	síðari	lkeþve
þætti	þáttur	nkeþ
spurði	spyrja	sfg1eþ
ég	ég	fp1en
um	um	af
orðið	verða	sþghen
kraðak	kraðak	nheo
og	og	c
afbrigði	afbrigði	nhfo
þess	það	fphee
.	.	pl

Orðið	orð	nheng
er	vera	sfg3en
mörgum	margur	lkfþsf
tamt	tamur	lhensf
og	og	c
svörin	svar	nhfng
sem	sem	ct
ég	ég	fp1en
hef	hafa	sfg1en
fengið	fá	sþghen
sýna	sýna	sfg3fn
að	að	c
auk	auk	af
myndarinnar	mynd	nveeg
kraðak	kraðak	nhen
eru	vera	sfg3fn
a.m.k.	a.m.k.	ks
kaðrak	kaðrak	nhen
og	og	c
krafak	krafak	nhen
þekktar	þekktur	lvfnsf
og	og	c
notaðar	nota	sþgvfn
.	.	pl

Ekki	ekki	aa
eru	vera	sfg3fn
svörin	svar	nhfng
þó	þó	aa
nægilega	nægilega	aa
mörg	margur	lhfnsf
til	til	af
að	að	c
hægt	hægur	lhensf
sé	vera	svg3en
að	að	cn
átta	átta	sng
sig	sig	fpkeo
á	á	af
því	það	fpheþ
hvort	hvort	c
mismunandi	mismunandi	lvfnof
orðmyndir	orðmynd	nvfn
séu	vera	svg3fn
að	að	af
einhverju	einhver	foheþ
leyti	leyti	nheþ
bundnar	bundinn	lvfnsf
ólíkum	ólíkur	lkfþsf
landshlutum	landshluti	nkfþ
.	.	pl

Margir	margur	lkfnsf
virðast	virða	sfm3fn
einkum	einkum	aa
nota	nota	sng
þetta	þessi	faheo
um	um	af
fólk	fólk	nheo
eða	eða	c
a.m.k.	a.m.k.	ks
lifandi	lifandi	lvfoof
verur	vera	nvfo
,	,	pk
s.s.	s.s.	ks
fisk	fiskur	nkeo
eða	eða	c
fugl	fugl	nkeo
,	,	pk
og	og	c
svo	svo	aa
er	vera	sfg3en
einnig	einnig	aa
í	í	af
flestum	margur	lhfþse
dæmunum	dæmi	nhfþg
í	í	af
ritmálssafni	ritmálssafn	nheþ
Orðabókarinnar	Orðabók	nveegs
,	,	pk
en	en	c
aðrir	annar	fokfn
tala	tala	sfg3fn
líka	líka	aa
um	um	af
kraðak	kraðak	nheo
af	af	af
hlutum	hlutur	nkfþ
,	,	pk
eins	eins	aa
og	og	c
t.d.	t.d.	ks
netum	net	nhfþ
eða	eða	c
veiðarfærum	veiðarfæri	nhfþ
.	.	pl

Til	til	af
að	að	cn
skýra	skýra	sng
betur	vel	aam
mynd	mynd	nveo
okkar	ég	fp1fe
af	af	af
orðinu	orð	nheþg
,	,	pk
framburði	framburður	nkeþ
þess	það	fphee
og	og	c
notkun	notkun	nveþ
,	,	pk
væri	vera	svg3eþ
gott	góður	lhensf
að	að	cn
heyra	heyra	sng
frá	frá	af
fleiri	margur	lkfþvm
hlustendum	hlustandi	nkfþ
sem	sem	ct
orðið	orð	nheng
er	vera	sfg3en
tamt	tamur	lhensf
.	.	pl

Síðast	síðar	aae
spurði	spyrja	sfg1eþ
ég	ég	fp1en
líka	líka	aa
um	um	af
orðmyndirnar	orðmynd	nvfog
rimpa	rimpa	sng
,	,	pk
rumpa	rumpa	sng
eða	eða	c
rippa	rippa	sng
eitthvað	einhver	foheo
saman	saman	aa
í	í	af
merkingunni	merking	nveþg
«	«	pg
sauma	sauma	sng
eitthvað	einhver	foheo
saman	saman	aa
á	á	af
grófgerðan	grófgerður	lkeosf
hátt	háttur	nkeo
eða	eða	c
í	í	af
flýti	flýtir	nkeþ
»	»	pg
.	.	pl

Talsvert	talsverður	lhensf
barst	bera	sfm3eþ
af	af	af
svörum	svar	nhfþ
við	við	af
þessari	þessi	faveþ
fyrirspurn	fyrirspurn	nveþ
eins	eins	aa
og	og	c
hinni	hinn	gveþ
fyrri	fyrri	lveþvm
en	en	c
hér	hér	aa
er	vera	sfg3en
sama	samur	fbhen
uppi	uppi	aa
á	á	af
teningnum	teningur	nkeþg
,	,	pk
til	til	af
þess	það	fphee
að	að	c
betur	vel	aam
sé	vera	svg3en
hægt	hægur	lhensf
að	að	cn
gera	gera	sng
sér	sig	fpkeþ
mynd	mynd	nveo
af	af	af
útbreiðslu	útbreiðsla	nveþ
þessara	þessi	favfe
orðmynda	orðmynd	nvfe
væri	vera	svg3eþ
fengur	fengur	nken
að	að	af
því	það	fpheþ
að	að	cn
heyra	heyra	sng
frá	frá	af
fleira	margur	lheþvm
fólki	fólk	nheþ
.	.	pl

Mig	ég	fp1eo
langar	langa	sfg3en
líka	líka	aa
að	að	cn
bæta	bæta	sng
hér	hér	aa
við	við	aa
annarri	annar	foveþ
spurningu	spurning	nveþ
af	af	af
sama	samur	fbkeþ
toga	togi	nkeþ
,	,	pk
þ.e.a.s.	þ.e.a.s.	ks
hvort	hvort	c
einhver	einhver	foken
þekki	þekkja	svg3en
orðalagið	orðalag	nheog
að	að	cn
rumpa	rumpa	sng
einhverju	einhver	foheþ
af	af	aa
í	í	af
merkingunni	merking	nveþg
'	'	pg
að	að	cn
drífa	drífa	sng
af	af	aa
verk	verk	nheo
eða	eða	c
annað	annar	foheo
í	í	af
snarhasti	snarhast	nheþ
»	»	pg
.	.	pl

Þessi	þessi	faven
merking	merking	nven
sagnarinnar	sögn	nveeg
rumpa	rumpa	sng
er	vera	sfg3en
ekki	ekki	aa
í	í	af
orðabókum	orðabók	nvfþ
en	en	c
dæmi	dæmi	nhen
er	vera	sfg3en
um	um	af
hana	hún	fpveo
í	í	af
söfnum	safn	nhfþ
Orðabókarinnar	Orðabók	nveegs
og	og	c
sjálf	sjálfur	fbven
þykist	þykja	sfm1en
ég	ég	fp1en
kannast	kanna	snm
ágætlega	ágætlega	aa
við	við	af
hana	hún	fpveo
úr	úr	af
mæltu	mæltur	lheþsf
máli	mál	nheþ
.	.	pl

Þætti	þykja	svg3eþ
mér	ég	fp1eþ
fróðlegt	fróðlegur	lhensf
að	að	cn
fá	fá	sng
frekari	frekur	lveovm
vitneskju	vitneskja	nveo
um	um	af
þetta	þessi	faheo
orðalag	orðalag	nheo
.	.	pl

Munur	munur	nken
á	á	af
orðanotkun	orðanotkun	nveþ
og	og	c
merkingu	merking	nveþ
eftir	eftir	af
landshlutum	landshluti	nkfþ
er	vera	sfg3en
auðvitað	auðvitað	aa
kunnuglegt	kunnuglegur	lhensf
fyrirbæri	fyrirbæri	nhen
fyrir	fyrir	af
hlustendur	hlustandi	nkfo
þessa	þessi	fakee
þáttar	þáttur	nkee
en	en	c
okkur	ég	fp1fþ
er	vera	sfg3en
eigi	eigi	aa
að	að	aa
síður	síður	aam
tamt	tamur	lhensf
að	að	cn
tengja	tengja	sng
slíkan	slíkur	fbkeo
mun	munur	nkeo
frekar	frekar	aam
við	við	af
fyrri	fyrri	lveovm
tíð	tíð	nveo
,	,	pk
eða	eða	c
a.m.k.	a.m.k.	ks
orð	orð	nhfo
sem	sem	ct
eiga	eiga	sfg3fn
sér	sig	fphfþ
langa	langur	lveosf
sögu	saga	nveo
,	,	pk
en	en	c
við	við	af
orð	orð	nhfo
frá	frá	af
síðustu	síðari	lhfþve
árum	ár	nhfþ
eða	eða	c
áratugum	áratugur	nkfþ
.	.	pl

Landshlutabundinn	landshlutabundinn	lkensf
munur	munur	nken
í	í	af
máli	mál	nheþ
fólks	fólk	nhee
,	,	pk
hvort	hvort	c
sem	sem	c
er	vera	sfg3en
í	í	af
framburði	framburður	nkeþ
,	,	pk
orðmyndum	orðmynd	nvfþ
eða	eða	c
notkun	notkun	nveþ
og	og	c
merkingu	merking	nveþ
orða	orð	nhfe
,	,	pk
á	eiga	sfg3en
vissulega	vissulega	aa
undir	undir	af
högg	högg	nheo
að	að	cn
sækja	sækja	sng
á	á	af
fjölmiðla-	fjölmiðlaöld	kt
og	og	c
upplýsingaöld	upplýsingaöld	nveþ
og	og	c
rannsóknir	rannsókn	nvfn
hafa	hafa	sfg3fn
sýnt	sýna	sþghen
að	að	c
mörg	margur	lhfnsf
mállýskubundin	mállýskubundinn	lhfnsf
framburðarafbrigði	framburðarafbrigði	nhfn
eru	vera	sfg3fn
mjög	mjög	aa
á	á	af
undanhaldi	undanhald	nheþ
.	.	pl

Hins	hinn	fakee
vegar	vegur	nkee
má	mega	sfg3en
vera	vera	sng
að	að	c
munur	munur	nken
á	á	af
orðalagi	orðalag	nheþ
og	og	c
á	á	af
notkun	notkun	nveþ
og	og	c
merkingu	merking	nveþ
einstakra	einstakur	lhfesf
orða	orð	nhfe
milli	milli	af
landshluta	landshluti	nkfe
sé	vera	svg3en
haldbetri	haldgóður	lkenvm
en	en	c
framburðarmunur	framburðarmunur	nken
og	og	c
komi	koma	svg3en
jafnvel	jafnvel	aa
fram	fram	aa
í	í	af
nýjum	nýr	lhfþsf
orðum	orð	nhfþ
og	og	c
orðalagi	orðalag	nheþ
,	,	pk
t.d.	t.d.	ks
er	vera	sfg3en
haft	hafa	sþghen
fyrir	fyrir	af
satt	sannur	lheosf
,	,	pk
a.m.k.	a.m.k.	ks
hér	hér	aa
syðra	syðra	aam
